开盘,收盘,股票代码,日期,day,month,year
2.906,2.906,510050,2022-07-19 09:30:00,19,7,2022
2.904,2.904,510050,2022-07-19 09:31:00,19,7,2022
2.905,2.905,510050,2022-07-19 09:32:00,19,7,2022
2.908,2.908,510050,2022-07-19 09:33:00,19,7,2022
2.904,2.904,510050,2022-07-19 09:34:00,19,7,2022
2.901,2.901,510050,2022-07-19 09:35:00,19,7,2022
2.898,2.898,510050,2022-07-19 09:36:00,19,7,2022
2.9,2.9,510050,2022-07-19 09:37:00,19,7,2022
2.902,2.902,510050,2022-07-19 09:38:00,19,7,2022
2.903,2.903,510050,2022-07-19 09:39:00,19,7,2022
2.9,2.9,510050,2022-07-19 09:40:00,19,7,2022
2.903,2.903,510050,2022-07-19 09:41:00,19,7,2022
2.904,2.904,510050,2022-07-19 09:42:00,19,7,2022
2.905,2.905,510050,2022-07-19 09:43:00,19,7,2022
2.906,2.906,510050,2022-07-19 09:44:00,19,7,2022
2.904,2.904,510050,2022-07-19 09:45:00,19,7,2022
2.903,2.903,510050,2022-07-19 09:46:00,19,7,2022
2.901,2.901,510050,2022-07-19 09:47:00,19,7,2022
2.901,2.901,510050,2022-07-19 09:48:00,19,7,2022
2.9,2.9,510050,2022-07-19 09:49:00,19,7,2022
2.898,2.898,510050,2022-07-19 09:50:00,19,7,2022
2.896,2.896,510050,2022-07-19 09:51:00,19,7,2022
2.896,2.896,510050,2022-07-19 09:52:00,19,7,2022
2.898,2.898,510050,2022-07-19 09:53:00,19,7,2022
2.896,2.896,510050,2022-07-19 09:54:00,19,7,2022
2.898,2.898,510050,2022-07-19 09:55:00,19,7,2022
2.895,2.895,510050,2022-07-19 09:56:00,19,7,2022
2.897,2.897,510050,2022-07-19 09:57:00,19,7,2022
2.895,2.895,510050,2022-07-19 09:58:00,19,7,2022
2.895,2.895,510050,2022-07-19 09:59:00,19,7,2022
2.892,2.892,510050,2022-07-19 10:00:00,19,7,2022
2.888,2.888,510050,2022-07-19 10:01:00,19,7,2022
2.89,2.89,510050,2022-07-19 10:02:00,19,7,2022
2.891,2.891,510050,2022-07-19 10:03:00,19,7,2022
2.89,2.89,510050,2022-07-19 10:04:00,19,7,2022
2.891,2.891,510050,2022-07-19 10:05:00,19,7,2022
2.889,2.889,510050,2022-07-19 10:06:00,19,7,2022
2.89,2.89,510050,2022-07-19 10:07:00,19,7,2022
2.893,2.893,510050,2022-07-19 10:08:00,19,7,2022
2.895,2.895,510050,2022-07-19 10:09:00,19,7,2022
2.896,2.896,510050,2022-07-19 10:10:00,19,7,2022
2.896,2.896,510050,2022-07-19 10:11:00,19,7,2022
2.897,2.897,510050,2022-07-19 10:12:00,19,7,2022
2.897,2.897,510050,2022-07-19 10:13:00,19,7,2022
2.898,2.898,510050,2022-07-19 10:14:00,19,7,2022
2.9,2.9,510050,2022-07-19 10:15:00,19,7,2022
2.899,2.899,510050,2022-07-19 10:16:00,19,7,2022
2.897,2.897,510050,2022-07-19 10:17:00,19,7,2022
2.898,2.898,510050,2022-07-19 10:18:00,19,7,2022
2.896,2.896,510050,2022-07-19 10:19:00,19,7,2022
2.896,2.896,510050,2022-07-19 10:20:00,19,7,2022
2.895,2.895,510050,2022-07-19 10:21:00,19,7,2022
2.897,2.897,510050,2022-07-19 10:22:00,19,7,2022
2.896,2.896,510050,2022-07-19 10:23:00,19,7,2022
2.894,2.894,510050,2022-07-19 10:24:00,19,7,2022
2.892,2.892,510050,2022-07-19 10:25:00,19,7,2022
2.892,2.892,510050,2022-07-19 10:26:00,19,7,2022
2.892,2.892,510050,2022-07-19 10:27:00,19,7,2022
2.893,2.893,510050,2022-07-19 10:28:00,19,7,2022
