开盘,收盘,股票代码,日期,day,month,year
2.931,2.931,510050,2022-07-14 09:30:00,14,7,2022
2.926,2.926,510050,2022-07-14 09:31:00,14,7,2022
2.925,2.925,510050,2022-07-14 09:32:00,14,7,2022
2.922,2.922,510050,2022-07-14 09:33:00,14,7,2022
2.919,2.919,510050,2022-07-14 09:34:00,14,7,2022
2.916,2.916,510050,2022-07-14 09:35:00,14,7,2022
2.914,2.914,510050,2022-07-14 09:36:00,14,7,2022
2.918,2.918,510050,2022-07-14 09:37:00,14,7,2022
2.913,2.913,510050,2022-07-14 09:38:00,14,7,2022
2.915,2.915,510050,2022-07-14 09:39:00,14,7,2022
2.91,2.91,510050,2022-07-14 09:40:00,14,7,2022
2.911,2.911,510050,2022-07-14 09:41:00,14,7,2022
2.908,2.908,510050,2022-07-14 09:42:00,14,7,2022
2.907,2.907,510050,2022-07-14 09:43:00,14,7,2022
2.912,2.912,510050,2022-07-14 09:44:00,14,7,2022
2.912,2.912,510050,2022-07-14 09:45:00,14,7,2022
2.913,2.913,510050,2022-07-14 09:46:00,14,7,2022
2.916,2.916,510050,2022-07-14 09:47:00,14,7,2022
2.918,2.918,510050,2022-07-14 09:48:00,14,7,2022
2.919,2.919,510050,2022-07-14 09:49:00,14,7,2022
2.918,2.918,510050,2022-07-14 09:50:00,14,7,2022
2.92,2.92,510050,2022-07-14 09:51:00,14,7,2022
2.918,2.918,510050,2022-07-14 09:52:00,14,7,2022
2.915,2.915,510050,2022-07-14 09:53:00,14,7,2022
2.916,2.916,510050,2022-07-14 09:54:00,14,7,2022
2.918,2.918,510050,2022-07-14 09:55:00,14,7,2022
2.917,2.917,510050,2022-07-14 09:56:00,14,7,2022
2.92,2.92,510050,2022-07-14 09:57:00,14,7,2022
2.922,2.922,510050,2022-07-14 09:58:00,14,7,2022
2.924,2.924,510050,2022-07-14 09:59:00,14,7,2022
2.924,2.924,510050,2022-07-14 10:00:00,14,7,2022
2.928,2.928,510050,2022-07-14 10:01:00,14,7,2022
2.925,2.925,510050,2022-07-14 10:02:00,14,7,2022
2.926,2.926,510050,2022-07-14 10:03:00,14,7,2022
2.923,2.923,510050,2022-07-14 10:04:00,14,7,2022
2.924,2.924,510050,2022-07-14 10:05:00,14,7,2022
2.921,2.921,510050,2022-07-14 10:06:00,14,7,2022
2.923,2.923,510050,2022-07-14 10:07:00,14,7,2022
2.925,2.925,510050,2022-07-14 10:08:00,14,7,2022
2.924,2.924,510050,2022-07-14 10:09:00,14,7,2022
2.922,2.922,510050,2022-07-14 10:10:00,14,7,2022
2.921,2.921,510050,2022-07-14 10:11:00,14,7,2022
2.92,2.92,510050,2022-07-14 10:12:00,14,7,2022
2.92,2.92,510050,2022-07-14 10:13:00,14,7,2022
2.919,2.919,510050,2022-07-14 10:14:00,14,7,2022
2.921,2.921,510050,2022-07-14 10:15:00,14,7,2022
2.92,2.92,510050,2022-07-14 10:16:00,14,7,2022
2.917,2.917,510050,2022-07-14 10:17:00,14,7,2022
2.919,2.919,510050,2022-07-14 10:18:00,14,7,2022
2.918,2.918,510050,2022-07-14 10:19:00,14,7,2022
2.919,2.919,510050,2022-07-14 10:20:00,14,7,2022
2.92,2.92,510050,2022-07-14 10:21:00,14,7,2022
2.923,2.923,510050,2022-07-14 10:22:00,14,7,2022
2.923,2.923,510050,2022-07-14 10:23:00,14,7,2022
2.925,2.925,510050,2022-07-14 10:24:00,14,7,2022
2.925,2.925,510050,2022-07-14 10:25:00,14,7,2022
2.921,2.921,510050,2022-07-14 10:26:00,14,7,2022
2.922,2.922,510050,2022-07-14 10:27:00,14,7,2022
2.921,2.921,510050,2022-07-14 10:28:00,14,7,2022
2.922,2.922,510050,2022-07-14 10:29:00,14,7,2022
2.922,2.922,510050,2022-07-14 10:30:00,14,7,2022
2.919,2.919,510050,2022-07-14 10:31:00,14,7,2022
