开盘,收盘,股票代码,日期,day,month,year
3.045,3.045,510050,2022-07-04 09:30:00,4,7,2022
3.034,3.034,510050,2022-07-04 09:31:00,4,7,2022
3.024,3.024,510050,2022-07-04 09:32:00,4,7,2022
3.025,3.025,510050,2022-07-04 09:33:00,4,7,2022
3.028,3.028,510050,2022-07-04 09:34:00,4,7,2022
3.028,3.028,510050,2022-07-04 09:35:00,4,7,2022
3.029,3.029,510050,2022-07-04 09:36:00,4,7,2022
3.033,3.033,510050,2022-07-04 09:37:00,4,7,2022
3.03,3.03,510050,2022-07-04 09:38:00,4,7,2022
3.038,3.038,510050,2022-07-04 09:39:00,4,7,2022
3.036,3.036,510050,2022-07-04 09:40:00,4,7,2022
3.04,3.04,510050,2022-07-04 09:41:00,4,7,2022
3.044,3.044,510050,2022-07-04 09:42:00,4,7,2022
3.043,3.043,510050,2022-07-04 09:43:00,4,7,2022
3.042,3.042,510050,2022-07-04 09:44:00,4,7,2022
3.042,3.042,510050,2022-07-04 09:45:00,4,7,2022
3.041,3.041,510050,2022-07-04 09:46:00,4,7,2022
3.041,3.041,510050,2022-07-04 09:47:00,4,7,2022
3.04,3.04,510050,2022-07-04 09:48:00,4,7,2022
3.046,3.046,510050,2022-07-04 09:49:00,4,7,2022
3.047,3.047,510050,2022-07-04 09:50:00,4,7,2022
3.044,3.044,510050,2022-07-04 09:51:00,4,7,2022
3.043,3.043,510050,2022-07-04 09:52:00,4,7,2022
3.046,3.046,510050,2022-07-04 09:53:00,4,7,2022
3.043,3.043,510050,2022-07-04 09:54:00,4,7,2022
3.042,3.042,510050,2022-07-04 09:55:00,4,7,2022
3.042,3.042,510050,2022-07-04 09:56:00,4,7,2022
3.043,3.043,510050,2022-07-04 09:57:00,4,7,2022
3.047,3.047,510050,2022-07-04 09:58:00,4,7,2022
3.046,3.046,510050,2022-07-04 09:59:00,4,7,2022
3.051,3.051,510050,2022-07-04 10:00:00,4,7,2022
3.054,3.054,510050,2022-07-04 10:01:00,4,7,2022
3.052,3.052,510050,2022-07-04 10:02:00,4,7,2022
3.054,3.054,510050,2022-07-04 10:03:00,4,7,2022
3.053,3.053,510050,2022-07-04 10:04:00,4,7,2022
3.053,3.053,510050,2022-07-04 10:05:00,4,7,2022
3.052,3.052,510050,2022-07-04 10:06:00,4,7,2022
3.057,3.057,510050,2022-07-04 10:07:00,4,7,2022
3.061,3.061,510050,2022-07-04 10:08:00,4,7,2022
3.059,3.059,510050,2022-07-04 10:09:00,4,7,2022
3.064,3.064,510050,2022-07-04 10:10:00,4,7,2022
3.063,3.063,510050,2022-07-04 10:11:00,4,7,2022
3.061,3.061,510050,2022-07-04 10:12:00,4,7,2022
3.063,3.063,510050,2022-07-04 10:13:00,4,7,2022
3.061,3.061,510050,2022-07-04 10:14:00,4,7,2022
3.058,3.058,510050,2022-07-04 10:15:00,4,7,2022
3.058,3.058,510050,2022-07-04 10:16:00,4,7,2022
3.054,3.054,510050,2022-07-04 10:17:00,4,7,2022
3.055,3.055,510050,2022-07-04 10:18:00,4,7,2022
3.057,3.057,510050,2022-07-04 10:19:00,4,7,2022
3.054,3.054,510050,2022-07-04 10:20:00,4,7,2022
3.056,3.056,510050,2022-07-04 10:21:00,4,7,2022
3.054,3.054,510050,2022-07-04 10:22:00,4,7,2022
3.051,3.051,510050,2022-07-04 10:23:00,4,7,2022
3.051,3.051,510050,2022-07-04 10:24:00,4,7,2022
3.052,3.052,510050,2022-07-04 10:25:00,4,7,2022
3.051,3.051,510050,2022-07-04 10:26:00,4,7,2022
3.049,3.049,510050,2022-07-04 10:27:00,4,7,2022
3.05,3.05,510050,2022-07-04 10:28:00,4,7,2022
3.049,3.049,510050,2022-07-04 10:29:00,4,7,2022
3.046,3.046,510050,2022-07-04 10:30:00,4,7,2022
3.048,3.048,510050,2022-07-04 10:31:00,4,7,2022
3.05,3.05,510050,2022-07-04 10:32:00,4,7,2022
3.05,3.05,510050,2022-07-04 10:33:00,4,7,2022
3.048,3.048,510050,2022-07-04 10:34:00,4,7,2022
3.043,3.043,510050,2022-07-04 10:35:00,4,7,2022
3.045,3.045,510050,2022-07-04 10:36:00,4,7,2022
3.046,3.046,510050,2022-07-04 10:37:00,4,7,2022
3.046,3.046,510050,2022-07-04 10:38:00,4,7,2022
3.043,3.043,510050,2022-07-04 10:39:00,4,7,2022
3.046,3.046,510050,2022-07-04 10:40:00,4,7,2022
3.046,3.046,510050,2022-07-04 10:41:00,4,7,2022
3.049,3.049,510050,2022-07-04 10:42:00,4,7,2022
3.047,3.047,510050,2022-07-04 10:43:00,4,7,2022
3.045,3.045,510050,2022-07-04 10:44:00,4,7,2022
3.041,3.041,510050,2022-07-04 10:45:00,4,7,2022
3.038,3.038,510050,2022-07-04 10:46:00,4,7,2022
3.038,3.038,510050,2022-07-04 10:47:00,4,7,2022
3.039,3.039,510050,2022-07-04 10:48:00,4,7,2022
3.04,3.04,510050,2022-07-04 10:49:00,4,7,2022
