股票名称,股票代码,日期,开盘,收盘,最高,最低,成交量,成交额,振幅,涨跌幅,涨跌额,换手率
上证50ETF,510050,2023-05-17 14:50,2.648,2.648,2.649,2.648,69119,18299945.0,0.04,-0.04,-0.001,0.03
上证50ETF,510050,2023-05-17 14:51,2.649,2.65,2.65,2.648,84692,22428794.0,0.08,0.08,0.002,0.04
上证50ETF,510050,2023-05-17 14:52,2.65,2.649,2.65,2.648,75630,20029051.0,0.08,-0.04,-0.001,0.04
上证50ETF,510050,2023-05-17 14:53,2.65,2.651,2.651,2.649,48028,12724260.0,0.08,0.08,0.002,0.02
上证50ETF,510050,2023-05-17 14:54,2.65,2.651,2.651,2.649,6768,1793960.0,0.08,0.0,0.0,0.0
上证50ETF,510050,2023-05-17 14:55,2.651,2.652,2.652,2.65,73757,19547905.0,0.08,0.04,0.001,0.04
上证50ETF,510050,2023-05-17 14:56,2.651,2.652,2.653,2.651,90237,23926816.0,0.08,0.0,0.0,0.04
上证50ETF,510050,2023-05-17 14:57,2.653,2.651,2.653,2.651,68543,18176306.0,0.08,-0.04,-0.001,0.03
上证50ETF,510050,2023-05-17 14:58,2.652,2.652,2.652,2.652,51880,13754598.0,0.0,0.04,0.001,0.03
上证50ETF,510050,2023-05-17 14:59,2.652,2.651,2.652,2.651,28063,7439683.0,0.04,-0.04,-0.001,0.01
上证50ETF,510050,2023-05-17 15:00,2.651,2.649,2.651,2.648,35051,9286248.0,0.11,-0.08,-0.002,0.02
