开盘,收盘,股票代码,日期,day,month,year
2.956,2.956,510050,2022-07-12 09:30:00,12,7,2022
2.971,2.971,510050,2022-07-12 09:31:00,12,7,2022
2.97,2.97,510050,2022-07-12 09:32:00,12,7,2022
2.972,2.972,510050,2022-07-12 09:33:00,12,7,2022
2.967,2.967,510050,2022-07-12 09:34:00,12,7,2022
2.969,2.969,510050,2022-07-12 09:35:00,12,7,2022
2.97,2.97,510050,2022-07-12 09:36:00,12,7,2022
2.965,2.965,510050,2022-07-12 09:37:00,12,7,2022
2.964,2.964,510050,2022-07-12 09:38:00,12,7,2022
2.963,2.963,510050,2022-07-12 09:39:00,12,7,2022
2.965,2.965,510050,2022-07-12 09:40:00,12,7,2022
2.967,2.967,510050,2022-07-12 09:41:00,12,7,2022
2.968,2.968,510050,2022-07-12 09:42:00,12,7,2022
2.97,2.97,510050,2022-07-12 09:43:00,12,7,2022
2.967,2.967,510050,2022-07-12 09:44:00,12,7,2022
2.965,2.965,510050,2022-07-12 09:45:00,12,7,2022
2.966,2.966,510050,2022-07-12 09:46:00,12,7,2022
2.965,2.965,510050,2022-07-12 09:47:00,12,7,2022
2.963,2.963,510050,2022-07-12 09:48:00,12,7,2022
2.963,2.963,510050,2022-07-12 09:49:00,12,7,2022
2.965,2.965,510050,2022-07-12 09:50:00,12,7,2022
2.963,2.963,510050,2022-07-12 09:51:00,12,7,2022
2.962,2.962,510050,2022-07-12 09:52:00,12,7,2022
2.966,2.966,510050,2022-07-12 09:53:00,12,7,2022
2.965,2.965,510050,2022-07-12 09:54:00,12,7,2022
2.962,2.962,510050,2022-07-12 09:55:00,12,7,2022
2.96,2.96,510050,2022-07-12 09:56:00,12,7,2022
2.961,2.961,510050,2022-07-12 09:57:00,12,7,2022
2.96,2.96,510050,2022-07-12 09:58:00,12,7,2022
2.962,2.962,510050,2022-07-12 09:59:00,12,7,2022
2.963,2.963,510050,2022-07-12 10:00:00,12,7,2022
2.963,2.963,510050,2022-07-12 10:01:00,12,7,2022
2.966,2.966,510050,2022-07-12 10:02:00,12,7,2022
2.965,2.965,510050,2022-07-12 10:03:00,12,7,2022
2.966,2.966,510050,2022-07-12 10:04:00,12,7,2022
2.968,2.968,510050,2022-07-12 10:05:00,12,7,2022
2.968,2.968,510050,2022-07-12 10:06:00,12,7,2022
2.97,2.97,510050,2022-07-12 10:07:00,12,7,2022
2.971,2.971,510050,2022-07-12 10:08:00,12,7,2022
2.969,2.969,510050,2022-07-12 10:09:00,12,7,2022
2.969,2.969,510050,2022-07-12 10:10:00,12,7,2022
2.967,2.967,510050,2022-07-12 10:11:00,12,7,2022
2.968,2.968,510050,2022-07-12 10:12:00,12,7,2022
2.967,2.967,510050,2022-07-12 10:13:00,12,7,2022
2.964,2.964,510050,2022-07-12 10:14:00,12,7,2022
2.965,2.965,510050,2022-07-12 10:15:00,12,7,2022
2.966,2.966,510050,2022-07-12 10:16:00,12,7,2022
2.964,2.964,510050,2022-07-12 10:17:00,12,7,2022
2.964,2.964,510050,2022-07-12 10:18:00,12,7,2022
2.964,2.964,510050,2022-07-12 10:19:00,12,7,2022
2.965,2.965,510050,2022-07-12 10:20:00,12,7,2022
2.964,2.964,510050,2022-07-12 10:21:00,12,7,2022
2.964,2.964,510050,2022-07-12 10:22:00,12,7,2022
2.963,2.963,510050,2022-07-12 10:23:00,12,7,2022
2.965,2.965,510050,2022-07-12 10:24:00,12,7,2022
2.965,2.965,510050,2022-07-12 10:25:00,12,7,2022
2.963,2.963,510050,2022-07-12 10:26:00,12,7,2022
2.963,2.963,510050,2022-07-12 10:27:00,12,7,2022
2.962,2.962,510050,2022-07-12 10:28:00,12,7,2022
2.962,2.962,510050,2022-07-12 10:29:00,12,7,2022
2.963,2.963,510050,2022-07-12 10:30:00,12,7,2022
2.962,2.962,510050,2022-07-12 10:31:00,12,7,2022
2.961,2.961,510050,2022-07-12 10:32:00,12,7,2022
2.961,2.961,510050,2022-07-12 10:33:00,12,7,2022
2.961,2.961,510050,2022-07-12 10:34:00,12,7,2022
2.961,2.961,510050,2022-07-12 10:35:00,12,7,2022
2.958,2.958,510050,2022-07-12 10:36:00,12,7,2022
2.959,2.959,510050,2022-07-12 10:37:00,12,7,2022
2.958,2.958,510050,2022-07-12 10:38:00,12,7,2022
2.957,2.957,510050,2022-07-12 10:39:00,12,7,2022
2.957,2.957,510050,2022-07-12 10:40:00,12,7,2022
2.959,2.959,510050,2022-07-12 10:41:00,12,7,2022
2.956,2.956,510050,2022-07-12 10:42:00,12,7,2022
2.956,2.956,510050,2022-07-12 10:43:00,12,7,2022
2.955,2.955,510050,2022-07-12 10:44:00,12,7,2022
2.956,2.956,510050,2022-07-12 10:45:00,12,7,2022
2.956,2.956,510050,2022-07-12 10:46:00,12,7,2022
2.955,2.955,510050,2022-07-12 10:47:00,12,7,2022
2.954,2.954,510050,2022-07-12 10:48:00,12,7,2022
2.953,2.953,510050,2022-07-12 10:49:00,12,7,2022
2.952,2.952,510050,2022-07-12 10:50:00,12,7,2022
2.954,2.954,510050,2022-07-12 10:51:00,12,7,2022
2.953,2.953,510050,2022-07-12 10:52:00,12,7,2022
2.952,2.952,510050,2022-07-12 10:53:00,12,7,2022
2.953,2.953,510050,2022-07-12 10:54:00,12,7,2022
2.95,2.95,510050,2022-07-12 10:55:00,12,7,2022
2.951,2.951,510050,2022-07-12 10:56:00,12,7,2022
2.953,2.953,510050,2022-07-12 10:57:00,12,7,2022
2.953,2.953,510050,2022-07-12 10:58:00,12,7,2022
2.955,2.955,510050,2022-07-12 10:59:00,12,7,2022
2.955,2.955,510050,2022-07-12 11:00:00,12,7,2022
2.953,2.953,510050,2022-07-12 11:01:00,12,7,2022
2.953,2.953,510050,2022-07-12 11:02:00,12,7,2022
2.953,2.953,510050,2022-07-12 11:03:00,12,7,2022
2.951,2.951,510050,2022-07-12 11:04:00,12,7,2022
2.948,2.948,510050,2022-07-12 11:05:00,12,7,2022
2.949,2.949,510050,2022-07-12 11:06:00,12,7,2022
2.947,2.947,510050,2022-07-12 11:07:00,12,7,2022
2.946,2.946,510050,2022-07-12 11:08:00,12,7,2022
2.947,2.947,510050,2022-07-12 11:09:00,12,7,2022
2.949,2.949,510050,2022-07-12 11:10:00,12,7,2022
2.948,2.948,510050,2022-07-12 11:11:00,12,7,2022
2.947,2.947,510050,2022-07-12 11:12:00,12,7,2022
